gvkey,datadate,fyearq,fqtr,fyr,indfmt,consol,popsrc,datafmt,tic,conm,curcdq,datacqtr,datafqtr,saleq,costat
001690,2001-03-31,2001,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2001Q1,2001Q2,1431.0000,A
001690,2001-06-30,2001,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2001Q2,2001Q3,1475.0000,A
001690,2001-09-30,2001,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2001Q3,2001Q4,1450.0000,A
001690,2001-12-31,2002,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2001Q4,2002Q1,1375.0000,A
001690,2002-03-31,2002,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2002Q1,2002Q2,1495.0000,A
001690,2002-06-30,2002,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2002Q2,2002Q3,1429.0000,A
001690,2002-09-30,2002,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2002Q3,2002Q4,1443.0000,A
001690,2002-12-31,2003,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2002Q4,2003Q1,1472.0000,A
001690,2003-03-31,2003,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2003Q1,2003Q2,1475.0000,A
001690,2003-06-30,2003,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2003Q2,2003Q3,1545.0000,A
001690,2003-09-30,2003,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2003Q3,2003Q4,1715.0000,A
001690,2003-12-31,2004,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2003Q4,2004Q1,2006.0000,A
001690,2004-03-31,2004,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2004Q1,2004Q2,1909.0000,A
001690,2004-06-30,2004,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2004Q2,2004Q3,2014.0000,A
001690,2004-09-30,2004,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2004Q3,2004Q4,2350.0000,A
001690,2004-12-31,2005,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2004Q4,2005Q1,3490.0000,A
001690,2005-03-31,2005,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2005Q1,2005Q2,3243.0000,A
001690,2005-06-30,2005,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2005Q2,2005Q3,3520.0000,A
001690,2005-09-30,2005,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2005Q3,2005Q4,3678.0000,A
001690,2005-12-31,2006,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2005Q4,2006Q1,5749.0000,A
001690,2006-03-31,2006,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2006Q1,2006Q2,4359.0000,A
001690,2006-06-30,2006,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2006Q2,2006Q3,4370.0000,A
001690,2006-09-30,2006,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2006Q3,2006Q4,4837.0000,A
001690,2006-12-31,2007,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2006Q4,2007Q1,7115.0000,A
001690,2007-03-31,2007,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2007Q1,2007Q2,5264.0000,A
001690,2007-06-30,2007,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2007Q2,2007Q3,5410.0000,A
001690,2007-09-30,2007,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2007Q3,2007Q4,6217.0000,A
001690,2007-12-31,2008,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2007Q4,2008Q1,9608.0000,A
001690,2008-03-31,2008,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2008Q1,2008Q2,7512.0000,A
001690,2008-06-30,2008,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2008Q2,2008Q3,7464.0000,A
001690,2008-09-30,2008,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2008Q3,2008Q4,7895.0000,A
001690,2008-12-31,2009,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2008Q4,2009Q1,11880.0000,A
001690,2009-03-31,2009,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2009Q1,2009Q2,9084.0000,A
001690,2009-06-30,2009,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2009Q2,2009Q3,9734.0000,A
001690,2009-09-30,2009,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2009Q3,2009Q4,12207.0000,A
001690,2009-12-31,2010,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2009Q4,2010Q1,15683.0000,A
001690,2010-03-31,2010,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2010Q1,2010Q2,13499.0000,A
001690,2010-06-30,2010,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2010Q2,2010Q3,15700.0000,A
001690,2010-09-30,2010,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2010Q3,2010Q4,20343.0000,A
001690,2010-12-31,2011,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2010Q4,2011Q1,26741.0000,A
001690,2011-03-31,2011,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2011Q1,2011Q2,24667.0000,A
001690,2011-06-30,2011,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2011Q2,2011Q3,28571.0000,A
001690,2011-09-30,2011,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2011Q3,2011Q4,28270.0000,A
001690,2011-12-31,2012,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2011Q4,2012Q1,46333.0000,A
001690,2012-03-31,2012,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2012Q1,2012Q2,39186.0000,A
001690,2012-06-30,2012,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2012Q2,2012Q3,35023.0000,A
001690,2012-09-30,2012,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2012Q3,2012Q4,35966.0000,A
001690,2012-12-31,2013,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2012Q4,2013Q1,54512.0000,A
001690,2013-03-31,2013,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2013Q1,2013Q2,43603.0000,A
001690,2013-06-30,2013,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2013Q2,2013Q3,35323.0000,A
001690,2013-09-30,2013,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2013Q3,2013Q4,37472.0000,A
001690,2013-12-31,2014,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2013Q4,2014Q1,57594.0000,A
001690,2014-03-31,2014,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2014Q1,2014Q2,45646.0000,A
001690,2014-06-30,2014,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2014Q2,2014Q3,37432.0000,A
001690,2014-09-30,2014,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2014Q3,2014Q4,42123.0000,A
001690,2014-12-31,2015,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2014Q4,2015Q1,74599.0000,A
001690,2015-03-31,2015,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2015Q1,2015Q2,58010.0000,A
001690,2015-06-30,2015,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2015Q2,2015Q3,49605.0000,A
001690,2015-09-30,2015,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2015Q3,2015Q4,51501.0000,A
001690,2015-12-31,2016,1,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2015Q4,2016Q1,75324.0000,A
001690,2016-03-31,2016,2,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2016Q1,2016Q2,50557.0000,A
001690,2016-06-30,2016,3,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2016Q2,2016Q3,42358.0000,A
001690,2016-09-30,2016,4,9,INDL,C,D,STD,AAPL,APPLE INC,USD,2016Q3,2016Q4,46852.0000,A
